id,name,link,logo,short_description,full_description,type,status,origin,"rating (quality, stability, features, maturity)","popularity (community size, recognition, adoption)",additional_info,website,github,updated_at
171,POSP (Potato Open Sauce Project),https://aitoolbuzz.com/roms/posp,https://aitoolbuzz.com/assets/agents/roms/logos/POSP_Potato_Open_Sauce_Project-dbbba85b.png,Community-driven AOSP custom ROM,"POSP is an Android custom ROM project based on AOSP, focused on clean design, customization, and community development.",AOSP,Inactive,India,740,430,Community-driven,https://potatoproject.co/,https://github.com/PotatoProject,06-01-2026 14.58
172,Project Infinity X,https://aitoolbuzz.com/roms/project-infinity-x,https://aitoolbuzz.com/assets/agents/roms/logos/Project_Infinity_X-83c94d69.jpg,Feature-rich ROM for supported devices,Project Infinity X is a custom Android ROM aimed at users seeking extensive features across supported devices.,AOSP,Inactive,India,740,420,Feature-heavy,,https://github.com/ProjectInfinity-X,06-01-2026 14.58
173,Revenge OS,https://aitoolbuzz.com/roms/revenge-os,https://aitoolbuzz.com/assets/agents/roms/logos/Revenge_OS-4110166e.png,Stable and user-friendly AOSP ROM,"Revenge OS is a beautiful AOSP-based Android ROM designed to be fast, stable, and easy to use, targeting legacy devices.",AOSP,Inactive,India,740,410,Stable legacy ROM,https://revengeos.com/,https://github.com/RevengeOS,06-01-2026 14.58
174,Stag OS,https://aitoolbuzz.com/roms/stag-os,https://aitoolbuzz.com/assets/agents/roms/logos/Stag_OS-0c99034b.jpg,Unconventional AOSP-based custom ROM,Stag OS is an AOSP-based Android custom ROM that aims to stand out from conventional ROMs by offering a distinct identity and experience.,AOSP,Inactive,India,740,430,Unique identity,https://stag-os.org/,https://github.com/StagOS,06-01-2026 14.58
175,AOSPK - The Kraken Project,https://aitoolbuzz.com/roms/aospk-kraken,https://aitoolbuzz.com/assets/agents/roms/logos/AOSPK_The_Kraken_Project-e898d5cf.jpg,Practical AOSP-based custom ROM,"AOSPK, also known as The Kraken Project, is an AOSP-based Android ROM offering useful everyday customizations and system enhancements.",AOSP,Inactive,Brazil,740,420,Practical features,,https://github.com/AOSPK,06-01-2026 14.58
176,VoidUI,https://aitoolbuzz.com/roms/voidui,https://aitoolbuzz.com/assets/agents/roms/logos/VoidUI-b3ec880b.png,Pixel Experience Plus–based custom ROM,"VoidUI is a custom Android ROM based on Pixel Experience Plus, integrating extensive backend improvements, upstream fixes, and new features.",PixelExperience-based,Inactive,India,740,420,Backend heavy,,https://github.com/VoidUI,06-01-2026 14.58
177,TailsOS Android (experimental privacy ROM),https://aitoolbuzz.com/roms/tailsos-android,,Experimental privacy-focused Android ROM,TailsOS Android is an experimental privacy-focused Android ROM inspired by Tails OS principles.,Privacy-focused Android,Experimental,Unknown,740,260,Inspired by Tails OS principles,,,06-01-2026 14.58
178,FlymeOS Port,https://aitoolbuzz.com/roms/flymeos-port,,FlymeOS port for Android devices,FlymeOS Port adapts Meizu’s FlymeOS interface to non-Meizu Android devices.,OEM UI Port,Inactive,China,740,460,Meizu FlymeOS port,,,06-01-2026 14.58
179,ZUI (Lenovo) Port,https://aitoolbuzz.com/roms/zui-lenovo-port,,Lenovo ZUI Android port,ZUI Port adapts Lenovo’s ZUI Android interface to other devices.,OEM UI Port,Inactive,China,740,420,Lenovo ZUI adaptation,,,06-01-2026 14.58
180,LeanOS,https://aitoolbuzz.com/roms/leanos,,Minimal and lightweight Android ROM,LeanOS is a lightweight Android custom ROM focused on efficiency and simplicity.,Minimal AOSP,Inactive,Unknown,740,400,Lightweight daily ROM,,,06-01-2026 14.58
181,AURA OS,https://aitoolbuzz.com/roms/aura-os,,Clean AOSP-based Android ROM,AURA OS is an AOSP-based Android custom ROM focused on clean design and smooth performance.,AOSP,Inactive,India,740,420,Clean & modern design,,,06-01-2026 14.58
182,DesiDroid,https://aitoolbuzz.com/roms/desidroid,,Regional Android custom ROM,DesiDroid is an Android custom ROM aimed at users in the Indian subcontinent.,Regional AOSP,Inactive,India,740,420,Indian customization,,,06-01-2026 14.58
183,CAOS A11 (TrebleGSI Files),https://aitoolbuzz.com/roms/caos-a11-gsi,,Android 11 Treble GSI ROM,CAOS A11 is an Android 11-based custom ROM provided as Treble-compatible GSIs.,GSI (AOSP),Inactive,Global,740,400,Android 11 GSIs,,,06-01-2026 14.58
184,HyperArt,https://aitoolbuzz.com/roms/hyperart,https://aitoolbuzz.com/assets/agents/roms/logos/HyperArt.jpg,Modified HyperOS port,HyperArt is a HyperOS-based port with additional visual and functional modifications.,HyperOS Port,Inactive,China,740,500,Visual mods,,,06-01-2026 14.58
185,ReavenUI,https://aitoolbuzz.com/roms/reavenui,,Custom Android UI-focused ROM,ReavenUI is an Android custom ROM centered around UI refinement and customization.,AOSP ROM,Inactive,India,740,460,UI polish,,,06-01-2026 14.58
186,Indus OS,https://aitoolbuzz.com/roms/indus-os,,Regional Android operating system,Indus OS is an Android-based operating system developed by Team Indus OS for regional users.,Proprietary Android OS,Inactive,India,740,520,Regional,,,06-01-2026 14.58
187,CipherOS,https://aitoolbuzz.com/roms/cipheros,https://aitoolbuzz.com/assets/agents/roms/logos/CipherOS-4c211a68.png,Stable and fast Android custom OS,"CipherOS is a sturdy, stable, and fast Android custom operating system focused on reliability.",AOSP,Active,India,740,390,Stability-focused,https://cipheros.github.io/,https://github.com/CipherOS,06-01-2026 14.58
188,Descendant X,https://aitoolbuzz.com/roms/descendant-x,https://aitoolbuzz.com/assets/agents/roms/logos/Descendant_X-9d994210.png,UX-focused customized Android ROM,Descendant X is a customized Android ROM that enhances user experience and interface design while retaining useful features.,AOSP,Inactive,Italy,740,430,UX/UI focused,https://descendant.me/,https://github.com/Descendant,06-01-2026 14.58
189,DotOS (Droid On Time),https://aitoolbuzz.com/roms/dotos,https://aitoolbuzz.com/assets/agents/roms/logos/DotOS_Droid_On_Time-dcfee12e.png,Simple and stable AOSP-based custom ROM,"DotOS, also known as Droid On Time, is a beautiful AOSP-based custom ROM that focuses on delivering a simple, unique, and stable Android experience.",AOSP,Inactive,India,740,480,"Simple, stable, clean UI",https://www.droidontime.com/,https://github.com/DotOS,06-01-2026 14.58
190,Firmware Collection (Nippon) - OneUI,https://aitoolbuzz.com/roms/firmware-nippon-oneui,https://aitoolbuzz.com/assets/agents/roms/logos/Firmware_Collection_Nippon_OneUI-152f93d9.png,Samsung OneUI firmware archive,Nippon Firmware Collection focuses on Samsung OneUI firmware distributions.,Firmware Archive,Active,Global,730,460,Samsung OneUI focus,,,06-01-2026 14.58
191,Miku UI,https://aitoolbuzz.com/roms/miku-ui,https://aitoolbuzz.com/assets/agents/roms/logos/Miku_UI-4323b3d5.png,AOSP-based ROM for Hatsune Miku fans,"Miku UI is an AOSP-based Android custom ROM designed for Hatsune Miku fans, combining clean Android with themed elements.",AOSP,Active,Japan,720,410,Anime-themed ROM,,https://github.com/Miku-UI,06-01-2026 14.58
192,PhoenixAOSP,https://aitoolbuzz.com/roms/phoenixaosp,https://aitoolbuzz.com/assets/agents/roms/logos/PhoenixAOSP-b5a8c981.png,Android 13-based AOSP custom ROM,"PhoenixAOSP is a custom Android ROM based on Android 13, focusing on performance, stability, and a clean AOSP experience.",AOSP,Inactive,India,720,420,Android 13-based,,https://github.com/PhoenixAOSP,06-01-2026 14.58
193,Pixel Project,https://aitoolbuzz.com/roms/pixel-project,https://aitoolbuzz.com/assets/agents/roms/logos/Pixel_Project-d16440b6.jpg,Stock Android with Pixel enhancements,The Pixel Project is an AOSP-based custom ROM focused on delivering a smooth stock Android experience enhanced with Pixel goodies.,AOSP,Inactive,United Kingdom,720,410,Pixel goodies,,https://github.com/The-Pixel-Project,06-01-2026 14.58
194,Project Arcana,https://aitoolbuzz.com/roms/project-arcana,https://aitoolbuzz.com/assets/agents/roms/logos/Project_Arcana-bdba1aec.png,UX-focused AOSP-based mobile OS,"Project Arcana is a custom Android operating system based on AOSP, focused on improving user experience with subtle enhancements.",AOSP,Inactive,Philippines,720,380,UX-focused,https://projectarcana-aosp.github.io/,https://github.com/projectarcana-aosp,06-01-2026 14.58
195,Project Pixelage,https://aitoolbuzz.com/roms/project-pixelage,https://aitoolbuzz.com/assets/agents/roms/logos/Project_Pixelage.png,Pixel-inspired Android ROM,Project Pixelage is a custom Android ROM focused on blending AOSP with Pixel-style UI and features.,AOSP,Inactive,Malaysia,720,370,Pixel-inspired,,https://github.com/ProjectPixelage,06-01-2026 14.58
196,RohieOS,https://aitoolbuzz.com/roms/rohieos,https://aitoolbuzz.com/assets/agents/roms/logos/RohieOS-436f71fe.jpg,Pure AOSP ROM with playful design,RohieOS is a CAF-based Android ROM delivering a pure AOSP experience with distinctive Meow icons and playful design elements.,CAF-based,Inactive,India,720,390,Pure AOSP,,https://github.com/RohieOS,06-01-2026 14.58
197,Toxyc OS,https://aitoolbuzz.com/roms/toxyc-os,https://aitoolbuzz.com/assets/agents/roms/logos/Toxyc_OS-1bb30761.png,Community-driven Android ROM,"Toxyc OS is an AOSP-based custom Android ROM with a bold identity, focused on customization and community engagement.",AOSP,Inactive,India,720,380,Custom theming,,https://github.com/ToxycOS,06-01-2026 14.58
198,Xdroid CAF,https://aitoolbuzz.com/roms/xdroid-caf,https://aitoolbuzz.com/assets/agents/roms/logos/Xdroid_CAF-48299c67.png,CAF-based ROM transitioning to xdroidOSS,Xdroid CAF is a CAF-based Android ROM project that has transitioned development to the xdroidOSS codebase.,CAF-based,Discontinued,Indonesia,720,420,Moved to xdroidOSS,,https://github.com/xdroid-CAF,06-01-2026 14.58
199,SpeedyOS,https://aitoolbuzz.com/roms/speedyos,,Lightweight and fast Android ROM,SpeedyOS is an Android custom ROM designed for fast performance and minimal overhead.,AOSP (Minimal),Inactive,Unknown,720,360,Speed and responsiveness,,,06-01-2026 14.58
200,FuntouchOS Port,https://aitoolbuzz.com/roms/funtouchos-port,,Vivo FuntouchOS Android port,FuntouchOS Port brings Vivo’s Android UI experience to other compatible devices.,OEM UI Port,Inactive,China,720,440,Vivo FuntouchOS adaptation,,,06-01-2026 14.58
201,FastOS,https://aitoolbuzz.com/roms/fastos,,Speed-focused Android ROM,FastOS is an Android custom ROM designed to deliver fast boot times and smooth performance.,AOSP,Inactive,Unknown,720,360,Boot & UI speed focus,,,06-01-2026 14.58
202,BanglaDroid,https://aitoolbuzz.com/roms/bangladroid,,Android ROM for Bangla users,BanglaDroid is an Android custom ROM tailored for Bangla-speaking users.,Regional AOSP,Inactive,Bangladesh,720,380,Bangla-focused ROM,,,06-01-2026 14.58
203,MalayK ROM,https://aitoolbuzz.com/roms/malayk-rom,,Malaysia-focused Android ROM,MalayK ROM is an Android custom ROM targeting Malaysian users and devices.,Regional AOSP,Inactive,Malaysia,720,380,Malaysia-focused,,,06-01-2026 14.58
204,Firmware Collection (Erfanoabdi),https://aitoolbuzz.com/roms/firmware-erfanoabdi,,Android firmware archive,Erfanoabdi Firmware Collection hosts Android firmware images for supported devices.,Firmware Archive,Active,Global,720,450,Well-known maintainer,https://mirrors.lolinet.com/firmware/gsi/,,06-01-2026 14.58
205,DevineUI,https://aitoolbuzz.com/roms/devineui,,UI-focused Android custom ROM,DevineUI is an Android custom ROM emphasizing UI refinement and visual polish.,AOSP ROM,Inactive,India,720,420,UI-focused,,,06-01-2026 14.58
206,PaperOS,https://aitoolbuzz.com/roms/paperos,,Minimal Android custom ROM,PaperOS is a lightweight Android custom ROM focused on simplicity and clean design.,AOSP ROM,Inactive,India,720,420,Minimal design,,,06-01-2026 14.58
207,Cypher OS,https://aitoolbuzz.com/roms/cypher-os,https://aitoolbuzz.com/assets/agents/roms/logos/Cypher_OS-d8205142.png,Clean AOSP-based Android project,"Cypher OS is an Android Open Source Project-based ROM focused on simplicity, performance, and reliability.",AOSP,Inactive,USA,720,420,Clean philosophy,,https://github.com/CypherOS,06-01-2026 14.58
208,Evervolv,https://aitoolbuzz.com/roms/evervolv,https://aitoolbuzz.com/assets/agents/roms/logos/Evervolv-8805c6ec.png,Community-driven Android custom ROM,Evervolv is a community-maintained Android custom ROM project aimed at delivering a clean and stable AOSP-based experience.,AOSP,Inactive,USA,720,400,Community-maintained legacy ROM,,https://github.com/Evervolv,06-01-2026 14.58
209,Firmware Collection (Turbolukex5),https://aitoolbuzz.com/roms/firmware-turbolukex5,https://aitoolbuzz.com/assets/agents/roms/logos/_Firmware_Collection_Turbolukex5-efe0da61.png,Android firmware archive,Turbolukex5 Firmware Collection hosts Android firmware releases.,Firmware Archive,Active,Global,710,420,GSI & firmware,,,06-01-2026 14.58
210,fortuneOS,https://aitoolbuzz.com/roms/fortuneos,https://aitoolbuzz.com/assets/agents/roms/logos/fortuneOS-2f8a0b68.jpg,Pixel-focused AOSP custom ROM,fortuneOS is an AOSP-based Android ROM that aims to deliver the best possible Pixel-like experience on supported devices.,AOSP,Inactive,Indonesia,700,350,Pixel-like experience,,https://github.com/fortuneOS-AOSP,06-01-2026 14.58
211,Magnus OS,https://aitoolbuzz.com/roms/magnus-os,https://aitoolbuzz.com/assets/agents/roms/logos/Magnus_OS-dfeb7067.png,Feature-rich Android ROM,"Magnus OS is a custom Android ROM that aims to redefine greatness through performance, design, and features.",AOSP,Inactive,India,700,360,Performance & design focus,,https://github.com/Magnus-OS,06-01-2026 14.58
212,Octavi OS,https://aitoolbuzz.com/roms/octavi-os,https://aitoolbuzz.com/assets/agents/roms/logos/Octavi_OS-175ce6bb.png,Feature-rich AOSP-based custom ROM,"Octavi OS is an Android custom ROM based on AOSP, offering a blend of customization features, performance, and stability.",AOSP,Inactive,India,700,380,Balanced features,https://octavi-os.com/,https://github.com/Octavi-Staging,06-01-2026 14.58
213,PixelStar,https://aitoolbuzz.com/roms/pixelstar,https://aitoolbuzz.com/assets/agents/roms/logos/PixelStar-239a702a.jpg,Pixel-inspired AOSP ROM with tweaks,PixelStar is a cherry-picked AOSP-based ROM that includes most Pixel features along with useful customizations.,AOSP,Inactive,India,700,380,Cherry-picked Pixel ROM,,https://github.com/Project-PixelStar,06-01-2026 14.58
214,Project Everest,https://aitoolbuzz.com/roms/project-everest,https://aitoolbuzz.com/assets/agents/roms/logos/Project_Everest-5c7e053f.png,Community-driven AOSP custom ROM,"Project Everest is an Android custom ROM based on AOSP, focused on stability and community-led development.",AOSP,Inactive,India,700,360,Community builds,,https://github.com/ProjectEverest,06-01-2026 14.58
215,Project Kasumi,https://aitoolbuzz.com/roms/project-kasumi,https://aitoolbuzz.com/assets/agents/roms/logos/Project_Kasumi-3245ed38.jpg,Weeb-themed Android custom ROM,Project Kasumi is a weeb-inspired Android custom ROM designed as a home for anime and Japanese culture enthusiasts.,AOSP,Inactive,Japan,700,340,Weeb-themed,,https://github.com/ProjectKasumi,06-01-2026 14.58
216,ShapeShift OS,https://aitoolbuzz.com/roms/shapeshift-os,https://aitoolbuzz.com/assets/agents/roms/logos/ShapeShift_OS-93fb0e0b.jpg,AOSP/CAF-based Android ROM,"ShapeShift OS is a custom Android ROM built on AOSP and CAF, focused on flexibility, performance, and customization.",AOSP / CAF,Inactive,India,700,360,Hybrid base,https://shapeshiftos.com/,https://github.com/ShapeShiftOS,06-01-2026 14.58
217,Spice OS,https://aitoolbuzz.com/roms/spice-os,https://aitoolbuzz.com/assets/agents/roms/logos/Spice_OS-23683a26.png,Experimental AOSP-based custom ROM,"Spice OS is an experimental Android custom ROM based on AOSP, aiming to differentiate itself through unique design and features.",AOSP,Experimental,India,700,350,Under rebase,,https://github.com/SpiceOS,06-01-2026 14.58
218,TenXOS (10X OS),https://aitoolbuzz.com/roms/tenxos,https://aitoolbuzz.com/assets/agents/roms/logos/TenXOS_10X_OS-149c27aa.png,Feature-focused Android custom ROM,TenXOS is an Android custom ROM designed to deliver a complete and feature-rich Android experience.,AOSP,Inactive,India,700,360,Branding-heavy,,https://github.com/TenX-OS,06-01-2026 14.58
219,Tipsy OS,https://aitoolbuzz.com/roms/tipsy-os,https://aitoolbuzz.com/assets/agents/roms/logos/Tipsy_OS-ca429a5c.img,Lightweight AOSP-based Android ROM,"Tipsy OS is a custom Android ROM based on AOSP, focused on delivering a smooth and lightweight Android experience.",AOSP,Inactive,India,700,360,Lightweight,,https://github.com/TipsyOs,06-01-2026 14.58
220,AICP Nougat (legacy branch identity),https://aitoolbuzz.com/roms/aicp-nougat,,Legacy Nougat-based AICP branch,AICP Nougat represents the legacy branch identity of Android Ice Cold Project builds based on Android Nougat.,AICP (Legacy),Discontinued,USA,700,360,Legacy branch,,,06-01-2026 16.58
221,ASUS ZenUI AOSP Port,https://aitoolbuzz.com/roms/zenui-aosp-port,,ZenUI ported to AOSP base,ASUS ZenUI AOSP Port brings ASUS ZenUI features to an AOSP-based Android environment.,OEM UI Port,Inactive,Taiwan,700,380,ZenUI adapted to AOSP,,,06-01-2026 14.58
222,Nubia UI Port,https://aitoolbuzz.com/roms/nubia-ui-port,,Nubia UI Android port,Nubia UI Port brings Nubia’s Android UI design to other supported devices.,OEM UI Port,Inactive,China,700,360,Nubia interface port,,,06-01-2026 14.58
223,LightROM,https://aitoolbuzz.com/roms/lightrom,,Ultra-light Android custom ROM,LightROM is an Android custom ROM designed to minimize system footprint and resource usage.,Minimal AOSP,Inactive,Unknown,700,340,Reduced footprint,,,06-01-2026 14.58
224,ArabROM,https://aitoolbuzz.com/roms/arabrom,,Regional Android custom ROM,ArabROM is an Android custom ROM tailored for Arabic-speaking users and regions.,Regional AOSP,Inactive,Middle East,700,360,Arabic localization,,,06-01-2026 14.58
225,Firmware Collection (Braialindo),https://aitoolbuzz.com/roms/firmware-braialindo,,Android firmware archive,Braialindo Firmware Collection is a curated archive of Android firmware builds.,Firmware Archive,Active,Global,700,420,Curated firmware,,,06-01-2026 14.58
226,Firmware Collection (Diust),https://aitoolbuzz.com/roms/firmware-diust,,Android firmware archive,Diust Firmware Collection provides archived Android firmware for multiple devices.,Firmware Archive,Active,Global,700,410,Multi-device firmware,,,06-01-2026 14.58
227,Firmware Collection (Eremitein),https://aitoolbuzz.com/roms/firmware-eremitein,,Android firmware archive,Eremitein Firmware Collection is a repository of Android firmware builds.,Firmware Archive,Active,Global,700,400,Archived releases,,,06-01-2026 14.58
228,Firmware Collection (Tunahan),https://aitoolbuzz.com/roms/firmware-tunahan,,Android firmware archive,Tunahan Firmware Collection offers firmware images for Android devices.,Firmware Archive,Active,Global,700,390,Community maintained,,,06-01-2026 14.58
229,FireHound,https://aitoolbuzz.com/roms/firehound,https://aitoolbuzz.com/assets/agents/roms/logos/FireHound-a35aae6f.png,Feature-rich and stable Android ROM,FireHound is a custom Android ROM focused on combining advanced features with system stability and reliability.,AOSP,Inactive,Unknown,700,360,Feature + stability balance,,https://github.com/FireHound,06-01-2026 14.58
230,SigmaDroid OS,https://aitoolbuzz.com/roms/sigmadroid-os,https://aitoolbuzz.com/assets/agents/roms/logos/SigmaDroid_OS-9d30c10a.png,Independently developed AOSP ROM,SigmaDroid OS is a custom Android ROM based on AOSP with its own independent development philosophy.,AOSP,Inactive,Unknown,690,340,Independent dev,https://sigmadroid.xyz/,https://github.com/SigmaDroid-Project,06-01-2026 14.58
231,Firmware Collection (Lgor-s7),https://aitoolbuzz.com/roms/firmware-lgor-s7,,Android firmware archive,Lgor-s7 Firmware Collection provides firmware packages for Android devices.,Firmware Archive,Active,Global,690,380,Device firmware,,,06-01-2026 14.58
232,Firmware Collection (Trisquel),https://aitoolbuzz.com/roms/firmware-trisquel,,Android firmware archive,Trisquel Firmware Collection maintains Android firmware resources.,Firmware Archive,Active,Global,690,370,Archived builds,,,06-01-2026 14.58
233,Mallu OS,https://aitoolbuzz.com/roms/mallu-os,https://aitoolbuzz.com/assets/agents/roms/logos/Mallu_OS-669d0029.jpg,LineageOS-based ROM by Mallu developers,"Mallu OS is a LineageOS-based custom Android ROM developed by the Mallu deblobbers team, focusing on privacy and performance.",LineageOS-based,Inactive,India,680,340,Privacy & deblobbing,https://malluos.github.io/,https://github.com/MalluOS,06-01-2026 14.58
234,Pixel Blaster OS,https://aitoolbuzz.com/roms/pixel-blaster-os,https://aitoolbuzz.com/assets/agents/roms/logos/Pixel_Blaster_OS-62c47be2.jpg,AOSP-based Pixel-style custom ROM,Pixel Blaster OS is an Android custom ROM based on AOSP that integrates Pixel-inspired features and enhancements.,AOSP,Inactive,India,680,350,Pixel-style ROM,https://pixelblaster-os.github.io/,https://github.com/PixelBlaster-OS,06-01-2026 14.58
235,Project Mushroom,https://aitoolbuzz.com/roms/project-mushroom,https://aitoolbuzz.com/assets/agents/roms/logos/Project_Mushroom-612d4d5f.png,AOSP-based ROM for Miku fans,"Project Mushroom is an AOSP-based Android ROM for Mikufans, later transitioning development to the Miku UI project.",AOSP,Discontinued,Japan,680,300,Mikufans project,,https://github.com/Project-Mushroom,06-01-2026 14.58
236,Weeb Projekt,https://aitoolbuzz.com/roms/weeb-projekt,https://aitoolbuzz.com/assets/agents/roms/logos/Weeb_Projekt-c0462cd2.png,Anime-inspired Android custom ROM,"Weeb Projekt is a community Android ROM project inspired by anime and Japanese culture, built on AOSP.",AOSP,Inactive,Japan,680,320,Anime-inspired,,https://github.com/weebproject,06-01-2026 14.58
237,MotoBlur AOSP ROM,https://aitoolbuzz.com/roms/motoblur-aosp,,Motorola-style AOSP custom ROM,MotoBlur AOSP ROM is an Android custom ROM inspired by Motorola’s MotoBlur interface.,OEM-inspired AOSP,Discontinued,USA,680,300,Motorola-style UI,,,06-01-2026 14.58
238,MiniROM,https://aitoolbuzz.com/roms/minirom,,Minimal Android custom ROM,MiniROM is a compact Android custom ROM offering essential functionality only.,Minimal AOSP,Inactive,Unknown,680,320,Compact ROM builds,,,06-01-2026 14.58
239,CharlieOS,https://aitoolbuzz.com/roms/charlieos,,Custom Android ROM project,CharlieOS is an Android custom ROM project focused on clean design and usability.,AOSP ROM,Inactive,Unknown,680,360,Community ROM,,,06-01-2026 14.58
240,Eternity OS,https://aitoolbuzz.com/roms/eternity-os,https://aitoolbuzz.com/assets/agents/roms/logos/Eternity_OS-4d3fae31.png,AOSP-based ROM with useful customizations,"Eternity OS is a custom Android ROM based on AOSP, offering a balanced mix of features, customization, and system stability.",AOSP,Inactive,India,680,320,Balanced features & customization,,https://github.com/EternityOS-Plus-Tiramisu,06-01-2026 14.58
241,Flamingo-OS,https://aitoolbuzz.com/roms/flamingo-os,https://aitoolbuzz.com/assets/agents/roms/logos/Flamingo_OS-dd04fcca.jpg,CLO-based open-source Android OS,"Flamingo-OS is an open-source Android operating system based on the CLO codebase, focusing on performance and maintainability.",CLO-based,Active,Unknown,680,310,Successor to Krypton OSP,,https://github.com/Flamingo-OS,06-01-2026 14.58
242,GhostOS,https://aitoolbuzz.com/roms/ghost-os,https://aitoolbuzz.com/assets/agents/roms/logos/GhostOS-0cb36374.jpg,Pixel Experience-based Android ROM,"GhostOS is an AOSP-based Android ROM and a fork of Pixel Experience, focused on simplicity and clean design.",Pixel Experience fork,Inactive,Unknown,670,330,Clean Pixel-style ROM,,https://github.com/Ghost-OS-AOSP,06-01-2026 14.58
243,Advanced XPerience OS,https://aitoolbuzz.com/roms/advanced-xperience-os,https://aitoolbuzz.com/assets/agents/roms/logos/Advanced_XPerience_OS-0399f96c.png,Privacy-focused Android OS based on DivestOS,"Advanced XPerience OS (AXP.OS) is a privacy- and security-oriented aftermarket mobile operating system based on DivestOS, designed to minimize tracking and enhance user control.",DivestOS-based,Active,Germany,670,260,Privacy & security focused,https://axp.binbash.rocks/,https://github.com/AXP-OS,06-01-2026 14.58
244,FlokoROM,https://aitoolbuzz.com/roms/flokorom,https://aitoolbuzz.com/assets/agents/roms/logos/FlokoROM-78457d1c.png,Clean Android ROM with modern features,FlokoROM is a custom Android ROM that brings a clean user experience along with cool new features and smooth performance.,AOSP,Inactive,Unknown,660,300,Clean UI with modern features,https://floko.maud.io/,https://github.com/FlokoROM,06-01-2026 14.58
245,LightningFastRom,https://aitoolbuzz.com/roms/lightningfastrom,https://aitoolbuzz.com/assets/agents/roms/logos/LightningFastRom-58e67a19.png,Fast Android ROM for older devices,LightningFastRom is a lightweight Android operating system designed specifically to deliver speed on older hardware.,AOSP,Discontinued,Unknown,660,280,Optimized for older devices,,https://github.com/lightningfastrom,06-01-2026 14.58
246,Project Zephyrus,https://aitoolbuzz.com/roms/project-zephyrus,https://aitoolbuzz.com/assets/agents/roms/logos/Project_Zephyrus-ad184ed0.jpg,Lightweight and fast Android ROM,"Project Zephyrus is a custom Android ROM focused on delivering a lightweight, fast, and smooth user experience.",AOSP,Inactive,Bangladesh,660,310,Lightweight,https://zephyrus-website.vercel.app/,https://github.com/Project-Zephyrus,06-01-2026 14.58
247,The Styx Project,https://aitoolbuzz.com/roms/styx-project,https://aitoolbuzz.com/assets/agents/roms/logos/The_Styx_Project-398573aa.png,Open-source Android operating system,The Styx Project is a free and open-source aftermarket Android operating system designed for mobile devices and community development.,AOSP,Inactive,Unknown,660,300,Open-source,https://styxproject.ml/,https://github.com/StyxProject,06-01-2026 14.58
248,Lineage OS R Mod,https://aitoolbuzz.com/roms/lineage-os-r-mod,,Modified LineageOS-based ROM,Lineage OS R Mod is a modified build of LineageOS that includes additional tweaks and custom enhancements.,LineageOS-based,Inactive,Unknown,650,300,Modified Lineage builds,,,06-01-2026 14.58
249,Project Lighthouse,https://aitoolbuzz.com/roms/project-lighthouse,https://aitoolbuzz.com/assets/agents/roms/logos/Project_Lighthouse-97068584.png,Clean and stable AOSP-based ROM,"Project Lighthouse is a custom Android ROM focused on clarity, stability, and a clean AOSP experience.",AOSP,Inactive,Unknown,650,300,Clean ROM,https://lighthouse-os.tech/,https://github.com/lighthouse-os,06-01-2026 14.58
250,Project Radiant,https://aitoolbuzz.com/roms/project-radiant,https://aitoolbuzz.com/assets/agents/roms/logos/Project_Radiant-b5054309.jpg,Clean and modern Android custom ROM,"Project Radiant is an Android custom ROM designed to deliver a modern, clean, and responsive Android experience.",AOSP,Inactive,Unknown,650,290,Clean UX,,https://github.com/ProjectRadiant,06-01-2026 14.58
251,Scorpion ROM,https://aitoolbuzz.com/roms/scorpion-rom,https://aitoolbuzz.com/assets/agents/roms/logos/Scorpion_ROM-1d179bd9.jpg,Open-source Android custom firmware,"Scorpion ROM is a custom Android firmware based on open-source Android, focused on stability and device compatibility.",AOSP,Inactive,Unknown,650,310,Open-source firmware,https://scorpionrom.com/,https://github.com/ScorpionRom,06-01-2026 14.58
252,UltimateOS,https://aitoolbuzz.com/roms/ultimateos,https://aitoolbuzz.com/assets/agents/roms/logos/UltimateOS-61c5d444.jpg,AOSP-based Android operating system,"UltimateOS is an Android operating system based on AOSP, aiming to deliver a balanced and stable Android experience.",AOSP,Inactive,India,650,290,Balanced ROM,,https://github.com/UltimateOS,06-01-2026 14.58
253,EverROM,https://aitoolbuzz.com/roms/everrom,,Community-maintained Android custom ROM,"EverROM is an Android custom ROM project focused on stability, performance, and long-term usability.",AOSP,Discontinued,Unknown,650,310,Community ROM,,,06-01-2026 14.58
254,EunoiaOS,https://aitoolbuzz.com/roms/eunoiaos,https://aitoolbuzz.com/assets/agents/roms/logos/EunoiaOS-22ed89d7.png,Visually focused and stable Android OS,EunoiaOS is an Android operating system that prioritizes visual refinement and long-term stability while remaining close to stock Android.,AOSP,Inactive,Indonesia,650,300,Visual polish & stability,,https://github.com/EunoiaOS,06-01-2026 14.58
255,OrionOS,https://aitoolbuzz.com/roms/orionos,https://aitoolbuzz.com/assets/agents/roms/logos/OrionOS-c8395506.jpg,Custom ROM for personalized Android experience,OrionOS is an Android custom ROM project focused on delivering a unique and personalized user experience.,AOSP,Inactive,Indonesia,640,290,Style-focused,,https://github.com/OrionOS-prjkt,06-01-2026 14.58
